"ClaimId","ClaimNumber","ClaimDispositionSequence","BusinessUnit","ClaimType","ProductIdentification1","ProductIdentification2","MaterialSource","Heat","ProductType","SteelFamily","SteelType","SteelGradeASTMAISI","Finish","MaterialGaugeOrDiameter","MaterialWidthOrLegLength","MaterialLength","CustomerNumber","FormatMinGaugeOrDiameter","FormatMinWidthOrLegLength","FormatMaxWidthOrLegLength","FormatMinWeight","FormatMaxWeight","OriginalShippedWeight","OriginalShipQuality","ClaimDispositionStatus","TotalWeightClaimed","CustomerClaimDefect","CustomerClaimDefectDesc","CustomerClaimDefectWeight","NASIdentifiedDefect","NASIdentifiedDefectDesc","NASIdentifiedDefectWeight","AreaofResponsibilityDefect","AreaofResponsibilityDefectDesc","AreaofResponsibilityDefectWeigh","CustomerDefectOrigin","CustomerDefectGroup","CustomerDefectGroupDesc","TotalReturnInventoryWeight","TotalScrapAtCustomerWeight","TotalSell3rdPartyWeight","TotalCustomerCreditWeight","LastInspectionLine","LastInspectionMachine"
2469,71239,1,"F","T","02Y76F ","BB    ","F","Y76F  ","B","E",601,"201",43,"0.046","60","0","679e19234b295ee432a3920c30fda6ac","0.115","0.125","60.125","10000","19999","15030","1A","C","1660","FI48","EMULSION STAINS FROM SKP#2                        ","1660",52,"System Missed / Inspection Missed                 ",1660,"F036","Line 4120                                         ","1660","CM ","F12","Stains - SKP             ","1660","0","0","0",4320,"     "
2470,71239,2,"F","T","02Y76F ","BB    ","F","Y76F  ","B","E",601,"201",43,"0.046","60","0","679e19234b295ee432a3920c30fda6ac","0.115","0.125","60.125","10000","19999","15030","1A","C","2740","FI48","EMULSION STAINS FROM SKP#2                        ","2740",2,"Wrong Standard                                    ",2740,"F036","Line 4120                                         ","2740","CM ","F12","Stains - SKP             ","2740","0","0","0",4320,"     "
2471,71240,1,"F","T","06Y27A ","B     ","F","Y27A  ","B","B",120,"304",22,"0.182","48","0","1558338fcea76c5395ed87ae904596b7","0","0","0","0","0","19940","5A","C","12855","FK41","RUBBER INCRUSTATIONS                              ","12855",1,"Defect Not Seen                                   ",12855,"F021","Line 3320                                         ","12855","CM ","D25","Rolled Rubber            ","0","0","12855","0",4210,"     "
2472,71241,1,"F","C","02X15M ","B     ","F","X15M  ","B","B",150,"304L          ",1,"0.496","61","0","0881933fb16e94e78ccc21bf7a06dad7","0.49","0.53","62","20000","30000","23280","5A","C","23280","FT51","SLIPS FROM CS LINE                                ","23280",8,"Operation Defect                                  ",23280,"F028","Line 4210                                         ","23280","CM ","D85","Slip/ Digs               ","0","23280","0","0",4210,"     "
2473,71242,1,"F","T","05Y33Y ","D     ","F","Y33Y  ","B","B",150,"304L          ",22,"0.16","60","0","ad179b72434468ffac702ff96360b0aa","0.158","0.172","60.125","12000","20000","20760","5A","C","1999","FH50","WORK ROLL STOP FROM Z.M.                          ","1999",8,"Operation Defect                                  ",1999,"F024","Line 3620                                         ","1999","CM ","D10","Roll Mark                ","0","1999","0","0",4310,"     "
2474,71243,1,"F","T","04X82J ","BA    ","F","X82J  ","B","E",601,"201",43,"0.046","60","0","ad179b72434468ffac702ff96360b0aa","0.045","0.051","60.125","12000","40000","25980","1D","C","785","FC21","LAMINATIONS TYPE B (EDGES)                        ","785",8,"Operation Defect                                  ",785,"F039","Melt Shop                                         ","785","AC ","B85","Laminations              ","0","785","0","0",4220,"     "
2475,71249,1,"F","T","08ZP27 ","BACB  ","F","ZP27  ","B","C",270,"316L          ",22,"0.0232","48","0","1558338fcea76c5395ed87ae904596b7","0.0225","0.024","48.0625","8000","12000","14350","5A","C","1899","FK03","PAPER WRINKLES                                    ","1899",1,"Defect Not Seen                                   ",1899,"F022","Line 3310                                         ","1899","CM ","C55","Paper Pattern            ","0","1899","0","0",4320,"     "
2476,71250,1,"F","T","02Y71W ","B     ","F","Y71W  ","B","B",150,"304L          ",22,"0.187","48","0","ad179b72434468ffac702ff96360b0aa","0.18","0.194","48.0625","10000","40000","12070","1A","C","661","FK57","MULTIPLE LINE SCRATCHES FROM S.K.P.               ","661",8,"Operation Defect                                  ",661,"F036","Line 4120                                         ","661","CM ","D80","SKP Roll Mark -SKP2      ","0","661","0","0",4310,"     "
2477,71251,1,"W","T","01Y27N ","BAC   ","F","Y27N  ","B","A",101,"301",12,"0.028","0","0","3b9de946e042c2cfcf71e3e3368adb7a","0.0275","0.032","0","4000","10000","7745","1","C","6968","FH43","Veiny Acid Stains                                 ","6968",2,"Wrong Standard                                    ",6968,"F022","Line 3310                                         ","6968","CM ","F13","Stains - AP              ","6968","0","0","0",4131,"     "
2478,71251,2,"W","T","01Y27N ","BAC   ","F","Y27N  ","B","A",101,"301",12,"0.028","0","0","3b9de946e042c2cfcf71e3e3368adb7a","0.0275","0.032","0","4000","10000","7745","1","C","777","FH43","Veiny Acid Stains                                 ","777",2,"Wrong Standard                                    ",777,"F022","Line 3310                                         ","777","CM ","F13","Stains - AP              ","0","777","0","0",4131,"     "
2479,71252,1,"W","T","01Y27N ","BBC   ","F","Y27N  ","B","A",101,"301",12,"0.028","0","0","3b9de946e042c2cfcf71e3e3368adb7a","0.0275","0.032","0","4000","10000","7563","1","C","6722","FH43","Veiny Acid Stains                                 ","6722",2,"Wrong Standard                                    ",6722,"F022","Line 3310                                         ","6722","CM ","F13","Stains - AP              ","6722","0","0","0",4131,"     "
2480,71252,2,"W","T","01Y27N ","BBC   ","F","Y27N  ","B","A",101,"301",12,"0.028","0","0","3b9de946e042c2cfcf71e3e3368adb7a","0.0275","0.032","0","4000","10000","7563","1","C","841","FH43","Veiny Acid Stains                                 ","841",2,"Wrong Standard                                    ",841,"F022","Line 3310                                         ","841","CM ","F13","Stains - AP              ","0","841","0","0",4131,"     "
2481,71253,1,"W","T","02Y27T ","BBC   ","F","Y27T  ","B","A",101,"301",12,"0.033","0","0","3b9de946e042c2cfcf71e3e3368adb7a","0.032","0.039","0","4000","10000","7175","1","C","2266","FL45","FURNACE ROLL MARK FROM HOT AND/OR COLD AP (27-32)","2266",2,"Wrong Standard                                    ",2266,"F022","Line 3310                                         ","2266","CM ","D10","Roll Mark                ","2266","0","0","0",4131,"     "
2482,71253,2,"W","T","02Y27T ","BBC   ","F","Y27T  ","B","A",101,"301",12,"0.033","0","0","3b9de946e042c2cfcf71e3e3368adb7a","0.032","0.039","0","4000","10000","7175","1","C","534","FL45","FURNACE ROLL MARK FROM HOT AND/OR COLD AP (27-32)","534",2,"Wrong Standard                                    ",534,"F022","Line 3310                                         ","534","CM ","D10","Roll Mark                ","0","534","0","0",4131,"     "
2483,71254,1,"W","T","01V22W ","BBA   ","F","V22W  ","B","A",101,"301",12,"0.025","0","0","3b9de946e042c2cfcf71e3e3368adb7a","0.0245","0.026","0","4000","10000","6614","1","C","6178","FF64","WORK ROLL CHATTER MARK FROM Z.M.                  ","6178",1,"Defect Not Seen                                   ",6178,"F045","Line 3650                                         ","6178","CM ","A71","Chatter - ZM             ","6178","0","0","0",4131,"     "
2484,71254,2,"W","T","01V22W ","BBA   ","F","V22W  ","B","A",101,"301",12,"0.025","0","0","3b9de946e042c2cfcf71e3e3368adb7a","0.0245","0.026","0","4000","10000","6614","1","C","436","FF64","WORK ROLL CHATTER MARK FROM Z.M.                  ","436",1,"Defect Not Seen                                   ",436,"F045","Line 3650                                         ","436","CM ","A71","Chatter - ZM             ","0","436","0","0",4131,"     "
2485,71255,1,"W","T","04Y03Y ","BAAB  ","F","Y03Y  ","B","B",120,"304",12,"0.0431","0","0","3b9de946e042c2cfcf71e3e3368adb7a","0.042","0.052","0","5000","10000","5455","1","C","2052","FH48","Z-MILL PIMPLE TYPE D (11 ZM 1 & 2 - 7 ZM3)      ","2052",1,"Defect Not Seen                                   ",2052,"F045","Line 3650                                         ","2052","CM ","D10","Roll Mark                ","2052","0","0","0",4131,"     "
2486,71255,2,"W","T","04Y03Y ","BAAB  ","F","Y03Y  ","B","B",120,"304",12,"0.0431","0","0","3b9de946e042c2cfcf71e3e3368adb7a","0.042","0.052","0","5000","10000","5455","1","C","1010","FH48","Z-MILL PIMPLE TYPE D (11 ZM 1 & 2 - 7 ZM3)      ","1010",1,"Defect Not Seen                                   ",1010,"F045","Line 3650                                         ","1010","CM ","D10","Roll Mark                ","0","1010","0","0",4131,"     "
2487,71256,1,"L","T","BN21925","      ","L","W82T  ","B","B",155,"303",11,"1.5","0","144","b094d14e18ad93d20ecaeeb00a37124c","1.497","1.503","2","1000","3000","1896","1","C","1896","LB01","Laps                                              ","1896",1,"Defect Not Seen                                   ",1896,"L011","Hot Rolling Mill                                  ","1896","LPH","L61","Laps                     ","0","1896","0","0",0,"INSB2"
2488,71257,1,"L","T","BN21812","      ","L","W82T  ","B","B",155,"303",11,"1.5","0","144","b094d14e18ad93d20ecaeeb00a37124c","1.497","1.503","2","1000","3000","1211","1","C","25","LB01","Laps                                              ","25",1,"Defect Not Seen                                   ",25,"L011","Hot Rolling Mill                                  ","25","LPH","L61","Laps                     ","0","25","0","0",0,"INSB2"
2489,71258,1,"F","T","04X83P ","B     ","F","X83P  ","B","B",120,"304",22,"0.113","60","0","679e19234b295ee432a3920c30fda6ac","0.109","0.117","60.125","10000","45000","22490","5A","C","405","FH50","WORK ROLL STOP FROM Z.M.                          ","405",8,"Operation Defect                                  ",405,"F024","Line 3620                                         ","405","CM ","D10","Roll Mark                ","0","405","0","0",4310,"     "
2490,71259,1,"F","T","03Y51C ","A     ","F","Y51C  ","B","C",270,"316L          ",22,"0.182","60","0","679e19234b295ee432a3920c30fda6ac","0.18","0.194","60.25","15000","29000","12360","5D","C","2000","FJ57","LINE SCRATCHES FROM FINISH LINES                  ","2000",8,"Operation Defect                                  ",2000,"F026","Line 4310                                         ","2000","CM ","D55","Scratches                ","0","2000","0","0",4310,"     "
2491,71260,1,"F","T","05Y50X ","A     ","F","Y50X  ","B","C",270,"316L          ",22,"0.182","60","0","679e19234b295ee432a3920c30fda6ac","0.18","0.194","60.25","15000","29000","13050","5A","C","2000","FJ57","LINE SCRATCHES FROM FINISH LINES                  ","2000",8,"Operation Defect                                  ",2000,"F026","Line 4310                                         ","2000","CM ","D55","Scratches                ","0","2000","0","0",4310,"     "
2492,71261,1,"F","T","02Y73W ","AA    ","F","Y73W  ","P","C",270,"316L          ",1,"0.755","61.1","240","0881933fb16e94e78ccc21bf7a06dad7","0.74","0.81","62","2500","4000","3240","5A","C","3240","FC69","Scratches from Plate Line(State Source of Scratch)","3240",8,"Operation Defect                                  ",3240,"F038","Plate Shop                                        ","3240","LC ","D60","Scratches - HM           ","0","3240","0","0",2780,"     "
2493,71262,1,"F","T","06Y60X ","GA    ","F","Y60X  ","P","B",150,"304L          ",1,"0.5","60","240","0881933fb16e94e78ccc21bf7a06dad7","0.49","0.53","60.25","2000","5000","2100","5A","C","2100","FB53","Plate Shape - Edge Wave on Plate                  ","2100",8,"Operation Defect                                  ",2100,"F038","Plate Shop                                        ","2100","LC ","C30","OOT Dimensions-PMP       ","0","2100","0","0",2780,"     "
2494,71264,1,"F","T","01Y46E ","AC    ","F","Y46E  ","B","F",501,"430",70,"0.0175","16.94","0","5e17c644d21becf7b4b7d85e9f01363f","0.0162","0.0192","16.9451","7000","10000","9180","1A","C","0","F920","Collapse of Spirals                               ","0",8,"Operation Defect                                  ",0,"F940","Customer Accommodation                            ","0","VAR","A75","Coil Damage              ","0","0","0","0",4320,"     "
2495,71265,1,"L","C","VD68390","      ","L","Y60H  ","A","C",273,"316/316L      ",4,"0.1875","1.5","252","f4d960a7cf73d74ca7de072e7e15bb1b","0.2075","0.2075","3.5","3968","3968","678","1A","C","678","LA50","Incorrect Order Info                              ","678",6,"Sales Error                                       ",678,"L006","Customer Service Error                            ","676","COM","L01","Order Entry Error-Sales  ","678","0","0","0",0,"INSP2"
2496,71266,1,"L","C","VD68394","      ","L","Y60H  ","A","C",273,"316/316L      ",4,"0.1875","1.5","252","f4d960a7cf73d74ca7de072e7e15bb1b","0.2075","0.2075","3.5","3968","3968","1042","1A","C","1042","LA50","Incorrect Order Info                              ","1042",6,"Sales Error                                       ",1042,"L006","Customer Service Error                            ","1042","COM","L01","Order Entry Error-Sales  ","1042","0","0","0",0,"INSP2"
2497,71267,1,"L","C","VD68395","      ","L","Y60H  ","A","C",273,"316/316L      ",4,"0.1875","1.5","252","f4d960a7cf73d74ca7de072e7e15bb1b","0.2075","0.2075","3.5","3968","3968","1048","1A","C","1048","LA50","Incorrect Order Info                              ","1048",6,"Sales Error                                       ",1048,"L006","Customer Service Error                            ","1048","COM","L01","Order Entry Error-Sales  ","1048","0","0","0",0,"INSP2"
2498,71268,1,"L","C","VD68396","      ","L","Y60H  ","A","C",273,"316/316L      ",4,"0.1875","1.5","252","f4d960a7cf73d74ca7de072e7e15bb1b","0.2075","0.2075","3.5","3968","3968","1176","1A","C","1176","LA50","Incorrect Order Info                              ","1176",6,"Sales Error                                       ",1176,"L006","Customer Service Error                            ","1176","COM","L01","Order Entry Error-Sales  ","1176","0","0","0",0,"INSP2"
2499,71269,1,"L","T","BN27243","      ","L","W92P  ","B","M",455,"416",17,"1","0","144","66bc172b52faf05d4dc19e1532b65030","0.9975","1.0025","2","1000","3000","2848","1","C","2848","LF23","Repeating Roll Marks from SP                      ","2848",1,"Defect Not Seen                                   ",2848,"L028","LP Bar Straightening SP                           ","2848","LPF","L56","Marks                    ","2848","0","0","0",0,"INSB2"
2500,71270,1,"L","T","BN27246","      ","L","W92P  ","B","M",455,"416",17,"1","0","144","66bc172b52faf05d4dc19e1532b65030","0.9975","1.0025","2","1000","3000","2519","1","C","2519","LF23","Repeating Roll Marks from SP                      ","2519",1,"Defect Not Seen                                   ",2519,"L028","LP Bar Straightening SP                           ","2519","LPF","L56","Marks                    ","2519","0","0","0",0,"INSB2"
2501,71271,1,"L","T","BN27247","      ","L","W92P  ","B","M",455,"416",17,"1","0","144","66bc172b52faf05d4dc19e1532b65030","0.9975","1.0025","2","1000","3000","2455","1","C","2455","LF23","Repeating Roll Marks from SP                      ","2455",1,"Defect Not Seen                                   ",2455,"L028","LP Bar Straightening SP                           ","2455","LPF","L56","Marks                    ","2455","0","0","0",0,"INSB2"
2502,71272,1,"L","T","BN27249","      ","L","W92P  ","B","M",455,"416",17,"1","0","144","66bc172b52faf05d4dc19e1532b65030","0.9975","1.0025","2","1000","3000","2324","1","C","2324","LF23","Repeating Roll Marks from SP                      ","2324",1,"Defect Not Seen                                   ",2324,"L028","LP Bar Straightening SP                           ","2324","LPF","L56","Marks                    ","2324","0","0","0",0,"INSB2"
2503,71273,1,"L","T","BN58291","      ","L","Y66K  ","B","B",155,"303",11,"2","0","144","0f6ef5c224426ccda69a8f4be965282f","1.997","2.003","2","800","2200","2283","1","C","2283","LF08","Pits                                              ","2283",1,"Defect Not Seen                                   ",2283,"L011","Hot Rolling Mill                                  ","2283","LPF","L33","Pits                     ","0","2283","0","0",0,"INSB1"
2504,71274,1,"F","C","03Y73V ","FA    ","F","Y73V  ","P","C",270,"316L          ",1,"1.2575","60","120","e1d81d3fd56d85cbecfb2ba17d53e014","1.24","1.32","60.375","3000","5000","2655","5A","C","2655","F006","Sales Error                                       ","2655",6,"Sales Error                                       ",2655,"F006","Sales Error                                       ","2655","COM","D41","Order Entry Error-Sales  ","2655","0","0","0",2780,"     "
2505,71275,1,"F","C","03Y73V ","FB    ","F","Y73V  ","P","C",270,"316L          ",1,"1.2575","60","120","e1d81d3fd56d85cbecfb2ba17d53e014","1.24","1.32","60.375","3000","5000","2655","5A","C","2655","F006","Sales Error                                       ","2655",6,"Sales Error                                       ",2655,"F006","Sales Error                                       ","2655","COM","D41","Order Entry Error-Sales  ","2655","0","0","0",2780,"     "
2506,71276,1,"F","T","02Y40T ","C     ","F","Y40T  ","B","B",120,"304",22,"0.069","61","0","3666591740069bed237968c8802716f3","0.067","0.071","62","30000","44000","25650","1A","C","1270","F947","Pits from Cold Rolling                            ","1270",1,"Defect Not Seen                                   ",1270,"F065","Line 4350                                         ","1270","CM ","C65","Pits                     ","0","1270","0","0",4350,"     "
2507,71276,2,"F","T","02Y40T ","C     ","F","Y40T  ","B","B",120,"304",22,"0.069","61","0","3666591740069bed237968c8802716f3","0.067","0.071","62","30000","44000","25650","1A","C","1217","FJ57","LINE SCRATCHES FROM FINISH LINES                  ","1217",1,"Defect Not Seen                                   ",1217,"F065","Line 4350                                         ","1217","CM ","D55","Scratches                ","0","1217","0","0",4350,"     "
2508,71277,1,"F","T","04Y33D ","B     ","F","Y33D  ","B","B",120,"304",22,"0.182","48","0","679e19234b295ee432a3920c30fda6ac","0.18","0.194","48.25","15000","29000","19280","5A","C","312","FH50","WORK ROLL STOP FROM Z.M.                          ","312",8,"Operation Defect                                  ",312,"F024","Line 3620                                         ","312","CM ","D10","Roll Mark                ","0","312","0","0",4310,"     "
2509,71278,1,"F","T","02Y39W ","A     ","F","Y39W  ","B","B",150,"304L          ",22,"0.187","48","0","ba0f7821036a4e935811085fe008b3dc","0.17","0.207","48.0625","10000","20000","18820","1A","C","1501","FF20","PAPER PATTERN - RANDOM / WIDTH                    ","1501",1,"Defect Not Seen                                   ",1501,"F026","Line 4310                                         ","1501","CM ","C55","Paper Pattern            ","0","1501","0","0",4310,"     "
2510,71279,1,"F","T","05X85T ","A     ","F","X85T  ","B","A",101,"301",32,"0.047","36","0","5e17c644d21becf7b4b7d85e9f01363f","0.0456","0.049","36.0625","36000","41000","18645","1A","O","100","FK03","PAPER WRINKLES                                    ","100",8,"Operation Defect                                  ",100,"F047","Line 4330                                         ","100","CM ","C55","Paper Pattern            ","100","0","0","0",4330,"     "
2511,71280,1,"X","T","03X59H ","ACC   ","F","X59H  ","C","A",101,"301",42,"0.0457","0","86","b1adcc620d13b1b09774826e53c9a2a8","0","0","0","0","0","3786","1","Q","210","F986","Damaged during storage (DIRT/CORROSION/HANDLING)  ","210",8,"Operation Defect                                  ",210,"F037","Line 4220                                         ","210","VAR","A75","Coil Damage              ","210","0","0","0",4152,"     "
2512,71281,1,"F","T","02X85C ","B     ","F","X85C  ","B","E",600,"201",22,"0.103","49","0","38cc7d9f1711bdc81129344eef258108","0.1005","0.1055","50","10000","21000","19000","1A","C","18584","FF33","OTT THICKNESS (SHEET AND COIL)                    ","18584",1,"Defect Not Seen                                   ",18584,"F024","Line 3620                                         ","18584","CM ","C20","OOT Gauge-CR             ","18584","0","0","0",4310,"     "
2513,71282,1,"X","T","01X85P ","AB    ","F","X85P  ","C","A",101,"301",42,"0.0457","0","102","b1adcc620d13b1b09774826e53c9a2a8","0","0","0","0","0","4262","1","Q","294","F947","Pits from Cold Rolling                            ","294",2,"Wrong Standard                                    ",294,"F041","Line 3330                                         ","294","CM ","C65","Pits                     ","294","0","0","0",4152,"     "
2514,71283,1,"X","T","01X85Y ","BD    ","F","X85Y  ","C","A",101,"301",42,"0.0575","0","99.25","b1adcc620d13b1b09774826e53c9a2a8","0","0","0","0","0","4430","1","Q","102","F947","Pits from Cold Rolling                            ","102",2,"Wrong Standard                                    ",102,"F041","Line 3330                                         ","102","CM ","C65","Pits                     ","102","0","0","0",4152,"     "
2515,71284,1,"X","T","04X49N ","BAA   ","F","X49N  ","C","A",101,"301",42,"0.0457","0","102","b1adcc620d13b1b09774826e53c9a2a8","0","0","0","0","0","4271","1","Q","130","F947","Pits from Cold Rolling                            ","130",2,"Wrong Standard                                    ",130,"F041","Line 3330                                         ","130","CM ","C65","Pits                     ","130","0","0","0",4152,"     "
2516,71285,1,"F","T","02X85C ","C     ","F","X85C  ","B","E",600,"201",22,"0.103","49","0","38cc7d9f1711bdc81129344eef258108","0.1005","0.1055","50","10000","21000","15690","1A","C","15400","FF33","OTT THICKNESS (SHEET AND COIL)                    ","15400",1,"Defect Not Seen                                   ",15400,"F024","Line 3620                                         ","15400","CM ","C20","OOT Gauge-CR             ","15400","0","0","0",4310,"     "
2517,71286,1,"F","T","01Y34E ","C     ","F","Y34E  ","B","B",120,"304",22,"0.182","60","0","ad179b72434468ffac702ff96360b0aa","0.18","0.194","60.125","12000","40000","17000","1A","C","649","FC21","LAMINATIONS TYPE B (EDGES)                        ","649",52,"System Missed / Inspection Missed                 ",649,"F039","Melt Shop                                         ","649","AC ","B85","Laminations              ","0","649","0","0",4310,"     "
2518,71287,1,"F","T","01Y76H ","A     ","F","Y76H  ","B","E",601,"201",43,"0.0345","60","0","ad179b72434468ffac702ff96360b0aa","0.034","0.038","60.125","12000","26000","14920","1A","C","635","FF86","LOSS OF CUT                                       ","635",8,"Operation Defect                                  ",635,"F065","Line 4350                                         ","635","CM ","C77","Poor Slitting            ","0","635","0","0",4350,"     "
2519,71288,1,"W","T","02X05A ","AA    ","F","X05A  ","B","F",500,"430",43,"0.035","0","0","ad179b72434468ffac702ff96360b0aa","0","0","0","0","0","12340","1","C","10560","W036","SCRATCH: WH PROCESS                               ","10560",99889,"Warehouse Claim                                   ",10560,"99889","Warehouse Claim                                   ","10560","WH ","X10","Scratches WH Process     ","10560","0","0","0",4101,"     "
2520,71289,1,"W","T","02X05A ","AB    ","F","X05A  ","B","F",500,"430",43,"0.035","0","0","ad179b72434468ffac702ff96360b0aa","0","0","0","0","0","10130","1","C","9441","FJ57","LINE SCRATCHES FROM FINISH LINES                  ","9441",17,"Bottom Side Defect                                ",9441,"F037","Line 4220                                         ","9441","CM ","D55","Scratches                ","9441","0","0","0",4101,"     "
2521,71290,1,"F","T","03Y88K ","DA    ","F","Y88K  ","B","E",601,"201",43,"0.0345","44.34","0","679e19234b295ee432a3920c30fda6ac","0","0","0","0","0","11070","1A","C","1217","FH04","STAINS FROM GP                                    ","1217",1,"Defect Not Seen                                   ",1217,"F025","Line 3510                                         ","1217","CM ","F11","Stains - GP              ","1217","0","0","0",4340,"     "
2522,71291,1,"F","T","01Y68E ","D     ","F","Y68E  ","B","F",500,"430",22,"0.028","60","0","3666591740069bed237968c8802716f3","0.028","0.032","60.125","8000","10000","10350","1A","C","0","F920","Collapse of Spirals                               ","0",8,"Operation Defect                                  ",0,"F065","Line 4350                                         ","0","VAR","A75","Coil Damage              ","0","0","0","0",4350,"     "
2523,71292,1,"F","T","05Y84N ","BA    ","F","Y84N  ","B","E",601,"201",43,"0.0345","32.5","0","679e19234b295ee432a3920c30fda6ac","0.0335","0.0375","32.5345","10000","19999","16240","1C","C","1520","FL41","ROLLED BUGS FROM ANNEALING AND PICKLING           ","1520",8,"Operation Defect                                  ",1520,"F027","Line 4320                                         ","1520","CM ","D20","Rolled Bugs              ","1520","0","0","0",4320,"     "
2524,71292,2,"F","T","05Y84N ","BA    ","F","Y84N  ","B","E",601,"201",43,"0.0345","32.5","0","679e19234b295ee432a3920c30fda6ac","0.0335","0.0375","32.5345","10000","19999","16240","1C","C","6670","FJ49","WORK ROLL MARK FROM SKP DEBRIS SKP #2 (108)      ","6670",2,"Wrong Standard                                    ",6670,"F036","Line 4120                                         ","6670","CM ","D80","SKP Roll Mark -SKP2      ","6670","0","0","0",4320,"     "
2525,71293,1,"F","T","03Y85H ","E     ","F","Y85H  ","B","C",270,"316L          ",22,"0.1015","48","0","0f6ef5c224426ccda69a8f4be965282f","0.1","0.11","48.0625","15000","25000","13940","1A","X","0","F947","Pits from Cold Rolling                            ","0",1,"Defect Not Seen                                   ",0,"F022","Line 3310                                         ","0","CM ","C65","Pits                     ","0","0","0","0",4310,"     "
2526,71294,1,"F","T","04X13D ","AA    ","F","X13D  ","B","H",50,"304L          ",43,"0.0232","36","0","679e19234b295ee432a3920c30fda6ac","0.0225","0.0255","36.0625","8000","19999","13730","1D","C","746","FH04","STAINS FROM GP                                    ","746",8,"Operation Defect                                  ",746,"F046","Line 3520                                         ","746","CM ","F11","Stains - GP              ","746","0","0","0",4320,"     "
2527,71295,1,"F","T","03X98P ","BB    ","F","X98P  ","B","A",101,"301",71,"0.0301","49","0","1627be2f62a54e46f4ed42a39d2bb077","0.029","0.032","50","17000","30000","16340","1D","C","4446","FK03","PAPER WRINKLES                                    ","4446",1,"Defect Not Seen                                   ",4446,"F027","Line 4320                                         ","4446","CM ","C55","Paper Pattern            ","0","4446","0","0",4320,"     "
2528,71299,1,"F","T","03Y62T ","A     ","F","Y62T  ","B","E",601,"201",22,"0.06","49","0","38cc7d9f1711bdc81129344eef258108","0.0575","0.0625","50","15000","21000","18400","1A","C","4107","FF33","OTT THICKNESS (SHEET AND COIL)                    ","4107",1,"Defect Not Seen                                   ",4107,"F023","Line 3610                                         ","4107","CM ","C20","OOT Gauge-CR             ","0","4107","0","0",4220,"     "
2529,71300,1,"F","T","02Y70Y ","AB    ","F","Y70Y  ","B","E",601,"201",43,"0.0345","26.409","0","679e19234b295ee432a3920c30fda6ac","0","0","0","0","0","15180","1A","C","14670","FH01","SCRATCHES FROM GP                                 ","14670",2,"Wrong Standard                                    ",14670,"F046","Line 3520                                         ","14670","CM ","D55","Scratches                ","14670","0","0","0",4320,"     "
2530,71301,1,"F","T","02Y27R ","B     ","F","Y27R  ","B","A",101,"301",23,"0.0345","60","0","7279e8697839520844b82317c8fae6a9","0.034","0.038","60.125","14300","20000","16170","1A","C","4255","FK03","PAPER WRINKLES                                    ","4255",8,"Operation Defect                                  ",4255,"F049","Line 4340                                         ","4255","CM ","C55","Paper Pattern            ","0","4255","0","0",4340,"     "
2531,71301,2,"F","T","02Y27R ","B     ","F","Y27R  ","B","A",101,"301",23,"0.0345","60","0","7279e8697839520844b82317c8fae6a9","0.034","0.038","60.125","14300","20000","16170","1A","C","1116","FJ57","LINE SCRATCHES FROM FINISH LINES                  ","1116",8,"Operation Defect                                  ",1116,"F049","Line 4340                                         ","1116","CM ","D55","Scratches                ","0","1116","0","0",4340,"     "
2532,71302,1,"F","T","02Y70Y ","BB    ","F","Y70Y  ","B","E",601,"201",43,"0.0345","26.409","0","679e19234b295ee432a3920c30fda6ac","0","0","0","0","0","12960","1A","C","12934","FH01","SCRATCHES FROM GP                                 ","12934",2,"Wrong Standard                                    ",12934,"F046","Line 3520                                         ","12934","CM ","D55","Scratches                ","12934","0","0","0",4320,"     "
2533,71303,1,"X","T","02X34F ","AE    ","F","X34F  ","C","N",801,"409-20        ",12,"0.105","0","120","7235768543db80f8b08961e32a6a3d8f","0.105","0.105","48","1000","4000","3626","1","C","0","F978","Incorrect Sheet Count                             ","0",99940,"Customer Accommodation                            ",0,"99940","Customer Accommodation                            ","0","PLA","B70","Order Match Error        ","0","0","0","0",4152,"     "
2534,71304,1,"F","T","03Y39D ","AA    ","F","Y39D  ","B","E",601,"201",43,"0.0345","26.4","0","679e19234b295ee432a3920c30fda6ac","0","0","0","0","0","9670","1A","C","9620","FH16","Partial or No Back Pass                           ","9620",17,"Bottom Side Defect                                ",9620,"F046","Line 3520                                         ","9620","CM ","C75","Poor Polish              ","9620","0","0","0",4320,"     "
2535,71305,1,"F","T","03Y39D ","BA    ","F","Y39D  ","B","E",601,"201",43,"0.0345","26.4","0","679e19234b295ee432a3920c30fda6ac","0.0335","0.0375","26.44","10000","19999","9630","1A","C","9600","FH16","Partial or No Back Pass                           ","9600",17,"Bottom Side Defect                                ",9600,"F046","Line 3520                                         ","9600","CM ","C75","Poor Polish              ","9600","0","0","0",4320,"     "
2536,71306,1,"F","T","02X61F ","A     ","F","X61F  ","B","N",807,"409-20        ",12,"0.032","49","0","3bdf0f4ec76f145721aaf316344f0c4e","0.0303","0.0343","49.068","32000","50000","26310","1A","Q","25235","FH44","ACID STAINS                                       ","25235",2,"Wrong Standard                                    ",25235,"F022","Line 3310                                         ","25235","CM ","F13","Stains - AP              ","25235","0","0","0",4350,"     "
