"DefectCodeId","DefectCode","Description","DefectGroup","ShortDescription","DefectOrigin","DefectStrLine","DefectEndLine"
565,"Q44       ","Plasma Water Stain",NULL,NULL,"RC   ",2750,2750
566,"B50       ","Do not use - replaced by C27/C29","G72            ","Scratches from Hot Rolling (Edges only )","LC   ",2410,2410
567,"039       ","Melt Shop","G71            ","Melt Shop","AC   ",0,0
568,"A98       ","NO TUNDISH SAMPLE TAKEN FOR CAST HEAT",NULL,NULL,"AC   ",1310,1320
570,"A80       ","Low Superheat 15 Deg Min",NULL,NULL,"AC   ",1310,1320
571,"A81       ","CLOG/PARTIAL CLOG of SEN","G71            ","Clog SEN","AC   ",1310,1320
572,"A82       ","Open Pour (lanced ladle - non free open)","G99            ","Ladle Non-Free Open","AC   ",1310,1320
573,"A83       ","Open Pour (freeze off, opened without shroud, etc)","G99            ","Open Pour","AC   ",1310,1320
574,"A84       ","Low tundish weight, less than 12 tons","G99            ","Low Tundish Weight","AC   ",1310,1320
575,"A85       ","Manual tundish level control",NULL,NULL,"AC   ",1310,1320
576,"A86       ","Manual mold level control","G71            ","Manual Mold Level Control","AC   ",1310,1320
577,"A87       ","Low casting speed, less than 0.8 m/min","G99            ","Low Casting Speed","AC   ",1310,1320
578,"A88       ","Cast speed change, manual or > 0.1 m/min/min","G99            ","Casting Speed Change","AC   ",1310,1320
579,"L43       ","BURNER STAINS (Comet Shaped)","G70            ","Stains","RF   ",3310,3310
580,"C80       ","CRACKS IN DIAMONDS (TREAD PLATE)","G72            ","Cracks in Diamond","LC   ",2410,2410
581,"205       ","ROUTING TO HRM (Bypass Grinder due to excess prog)",NULL,NULL,"AC   ",1310,1320
582,"K58       ","STAINS/ WEAR PATTERN  FROM TRIZAK SKP2 (STREAKS)","G70            ","Stains","SKP  ",4120,4120
583,"206       ","Tag not attatched properly (no nail)",NULL,NULL,"AC   ",1310,1320
584,"000       ","Missing Samples - Main Lab","G99            ","Missing Sample","VAR  ",0,0
585,"A89       ","Hole or Crack in SEN","G99            ","Hole or Crack in SEN","AC   ",1310,1320
586,"A90       ","SEN Depth Change","G99            ","SEN Depth Change","AC   ",1310,1320
587,"992       ","Chrome Equiv CX below 12.5 in 8xx Steel Type","G71            ","CX < 12.5 - 800 steel type","AC   ",0,0
588,"014       ","Claim Denied by Technical","G99            ","Claim Denied by Technical","QA   ",0,0
589,"C99       ","UNKNOWN DEFECT FROM HOT ROLLING desc in detail","G72            ","Hot Rolling Defect-Unknown","LC   ",2410,2410
590,"B08       ","SLAB GRINDER GRAIN MARKS W/ SCALE","G72            ","Grinding Slivers","LC   ",1510,1510
591,"C48       ","Edge waves from hot rolling, one side only","G72            ","Edge Waves-HR 1 Side","LC   ",2410,2410
592,"015       ","Mis-Classified By Inspection","G99            ","Mis-Classified By Inspection","QA   ",0,0
593,"040       ","Defect/Issue from Minooka","G99            ","Defect/Issue from Warehouse","VAR  ",4410,4410
594,"S59       ","ONE EDGE MILL EDGE (EDGE MULT)","G70            ","Without Side Trimming","SL   ",4310,4320
595,"A56       ","Step from Seqment rolls",NULL,NULL,"AC   ",1310,1320
596,"A57       ","Rolled in Scale (Poor Descaling)",NULL,NULL,"AC   ",1310,1320
597,"989       ","Chemistry out Matching or Customer Spec","G71            ","Slab Diverted to Plate:  Chemistry","AC   ",0,0
598,"A70       ","No Stir","G99            ","No Stir","AC   ",1410,1420
599,"A79       ","Ti-Wire Addition","G71            ","Ti-Wire Addition","AC   ",1410,1420
600,"A78       ","SiCal-Wire Addition","G71            ","SiCal-Wire Addition","AC   ",1410,1420
601,"H69       ","H64/F42 Mix Less than 80/20",NULL,NULL,"GP   ",3510,3520
602,"016       ","Black Polish","G98            ","Black Polish Product","VAR  ",0,0
603,"I41       ","STAIN/MARK FROM TENSION LEVELLER AP3/BAL","G70            ","Incrustations","RF   ",3330,3410
604,"A91       ","Ca Treatment in Tundish",NULL,NULL,"AC   ",1310,1320
605,"041       ","Defect from 3330","G70            ","3330","RF   ",3330,3330
606,"042       ","Defect from 3630","G70            ","3630","ZM   ",3630,3630
607,"808       ","OOT Drop Out Temperature: HM Re-Heat Furnace",NULL,NULL,"LC   ",2110,2110
608,"A71       ","Lance used to Stir","G99            ","Lance Used","AC   ",1410,1420
609,"A72       ","Poor Rinse(< Last 5 min, Flow >0.3, or addtns)","G99            ","Poor Rinse","AC   ",1410,1420
610,"A73       ","LSS/LMF Scrap Addition","G99            ","Scrap Addition","AC   ",1410,1420
611,"A74       ","LSS/LMF Bulk Alloy Addition","G99            ","Bulk Alloy Addition","AC   ",1410,1420
612,"A92       ","Mold Level Deviations > 3mm","G99            ","Mold Level Deviation","AC   ",1310,1320
613,"A60       ","Reblow after Reduction","G99            ","Reblow","AC   ",1210,1220
614,"A61       ","AOD Tap Temperature OOT",NULL,NULL,"AC   ",1210,1220
615,"A62       ","Retreat","G99            ","Retreat","AC   ",1210,1220
616,"C27       ","LATERAL FRINGE","G72            ","Lateral Fringe","LC   ",2410,2410
617,"F95       ","Knife Line (Cont. Mark resmbl scratches)","G70            ","Knife Mark","SL   ",0,0
618,"981       ","SKP ROLL CHANGE",NULL,NULL,"SKP  ",0,0
619,"F52       ","Textured Surface from Black Rolling","G70            ","Textured Surface from Black Rolling","VAR  ",0,0
620,"979       ","UNABLE TO ENTER IN HMI",NULL,NULL,"VAR  ",0,0
621,"A75       ","Poor Stir (<7 min)","G71            ","Lance Used to Break Slag","AC   ",1410,1420
622,"L63       ","Anti Crimping Roll Mark SKP III (31)",NULL,NULL,"RF   ",3330,3330
623,"A76       ","Stir Plug did not Open","G71            ","Stir Plug did not Open","AC   ",1410,1420
625,"982       ","Progrmmed Backoff - No Physical Inspection",NULL,NULL,"VAR  ",4210,4410
626,"A58       ","ROLL MARKS FROM CASTER SEGMENTS (REPEATING)",NULL,NULL,"AC   ",1310,1320
627,"A59       ","OBJECTS ROLLED/TRAPPED IN SLAB (ID OBJECT IF POSS)","G99            ","Objects Trapped","AC   ",1310,1320
628,"L05       ","Wrinkles FROM SKP #3  and  BAL (SKP#4)","G70            ","Wrinkles","SKP  ",3330,3410
629,"985       ","Review Packaged Material for Special Instructions",NULL,NULL,"VAR  ",4600,4600
630,"441       ","Out of Gauge Sample (Mechanial Property Testing)",NULL,NULL,"RCF  ",0,0
631,"A77       ","LSS Spar/Lime Coolant Addition","G99            ","Spar/Lime Addition","AC   ",1410,1420
632,"H17       ","DENT FROM CS#2","G70            ","Dents","CS   ",4220,4220
633,"G00       ","Build up from Shear Cut",NULL,NULL,"AC   ",1320,1320
634,"A63       ","Dummy Bar attached",NULL,NULL,"AC   ",1310,1320
635,"G01       ","Dummy bar still attached to Billet",NULL,NULL,"AC   ",1320,1320
636,"G02       ","COMPRESSION/BULGING FROM SHEAR CUT (MEAS IN NOTES)",NULL,NULL,"AC   ",1320,1320
637,"050       ","Bare Spots (Lack of Alumized Coating)","G99            ","Bare Spots","QA   ",6220,6220
638,"J60       ","Wear Pattern from Leveller CS2",NULL,NULL,"CS   ",4210,4220
639,"888       ","Quality Check:State Reason","G99            ","Quality Check","VAR  ",0,0
640,"899       ","Special Process Chemistry out of Specification","G71            ","Special Process Chemistry out of Spec","AC   ",1210,1420
641,"411       ","SKP2 Check for 430 Light Ga",NULL,NULL,"RF   ",0,0
642,"890       ","Ineligible Shipment:  QC Disposition to Follow","G99            ","Ineligible Shipment","VAR  ",0,0
643,"889       ","Warehouse Claim","889            ","Warehouse Claim","VAR  ",0,0
644,"A93       ","Bubbling in the Mold",NULL,NULL,"AC   ",1310,1320
646,"986       ","Damaged during storage","G99            ","Damaged during storage (DIRT/CORROSION/HANDLING)","VAR  ",0,0
647,"898       ","SKP inspection coil 1X per shift",NULL,NULL,"SKP  ",0,0
648,"S60       ","ONE EDGE BUR UP & ONE EDGE BUR DOWN(MULT SIDE CUT)","G70            ","Without Side Trimming","SL   ",4310,4320
649,"988       ","No Defects Mapped",NULL,NULL,"VAR  ",0,0
650,"060       ","Prime DG Unusable weight due to defect solution","G99            ","Prime DG Unusable weight due to defect solution","VAR  ",0,0
651,"061       ","Prime DG Unusable weight due to Prog/Yield","G99            ","Prime DG Unusable weight due to Prog/Yield","VAR  ",0,0
652,"062       ","Prime DG Sidecut mult due to width","G99            ","Prime DG Sidecut mult due to width","VAR  ",0,0
653,"063       ","Prime DG Sidecut mult due to Quality","G99            ","Prime DG Sidecut mult due to Quality","VAR  ",0,0
654,"064       ","Prime DG Quality Solution leaves no customers","G99            ","Prime DG Quality Solution leaves no customers","VAR  ",0,0
655,"065       ","Prime DG Claimed Rejecting further processing","G99            ","Prime DG Claimed Rejecting further processing","VAR  ",0,0
656,"079       ","Planning:  Informative AQNS","G99            ","Planning:  Informative AQNS","VAR  ",0,0
658,"066       ","Prime DG Reject reprocessing due to small coil","G99            ","Prime DG Reject reprocessing due to small coil","VAR  ",0,0
659,"067       ","Prime to KK for sales/aged/melt kk (unsellable 1q)","G99            ","Prime DG Aged Inventory","VAR  ",0,0
660,"068       ","Prime to 2Q for sales (unsellable as 1q)","G99            ","Prime DG Quality Correction","VAR  ",0,0
661,"069       ","2Q to KK for sales (unsellable as 2q)","G99            ","2Q to KK Solution not applicable to secondary","VAR  ",0,0
662,"070       ","2Q to KK Aged Inventory","G99            ","2Q to KK Aged Inventory","VAR  ",0,0
663,"071       ","Prime/2Q to KK Leaderstrip,scrap/transition coil","G99            ","Prime/2Q to KK Leaderstrip,scrap/transition coil","VAR  ",0,0
664,"B34       ","Out of Tolerance Diamonds","G72            ","Out of Tolerance Diamonds","LC   ",0,0
665,"A94       ","Long Casting Sequence:  > 6 Heats","G99            ","Long Casting Sequence","AC   ",1310,1320
666,"N30       ","BA Reflectivity/Clarity  :   A",NULL,NULL,"RF   ",3410,3410
667,"N31       ","BA Reflectivity/Clarity  :   B",NULL,NULL,"RF   ",3410,3410
668,"N32       ","BA Reflectivity/Clarity  :   C","G70            ","2BB Clarity","RF   ",3410,3410
669,"B91       ","Excessive Residence Time In Zone-Hot Mill Furnace",NULL,NULL,"LC   ",2110,2410
670,"B92       ","OOT Bottom Temperature - Hot Mill Furnace",NULL,NULL,"LC   ",2110,2410
671,"B93       ","OOT Drop Out Temperature - Hot Mill Furnace","G72            ","OOT Drop Out Temperature - Hot Mill Furnace","LC   ",2110,2410
672,"B94       ","Uniform Temperature Difference - Hot Mill Furnace","G72            ","HM Temperature Issue","LC   ",2110,2410
674,"887       ","Quality Assurance","VAR            ","Quality Assurance","VAR  ",0,0
675,"886       ","Trial Material","G99            ","Trial","VAR  ",0,0
676,"A95       ","Transition Bar--Mixed Grades (illegal)","G99            ","Transition Bar","AC   ",0,0
677,"A96       ","Abnormal Tailout (Billets)",NULL,NULL,"AC   ",0,0
678,"F39       ","Dents caused by dirt/debris (swarf) when leveling","G70            ","Dents","VAR  ",0,0
679,"D16       ","SCALE MARKS  - HM Origin","G70            ","Scale Marks w/ Scale","LC   ",2410,2410
680,"B30       ","OUT OF TOLERANCE IN THICKNESS (PMP)","G72            ","OOT THICKNESS-PMP","LC   ",2510,2510
681,"B31       ","OUT OF TOLERANCE IN LENGTH (PMP)","G72            ","OOT LENGTH-PMP","LC   ",2510,2510
682,"A69       ","Any addition last 5 minutes (late)","G71            ","Last 5 minute Addition","AC   ",1410,1420
683,"885       ","Approved for D/A Process",NULL,NULL,"VAR  ",8010,8010
684,"B29       ","OUT OF TOLERANCE IN Width (PMP)","G72            ","OOT IN WIDTH (PMP)","LC   ",2510,2510
685,"J52       ","SKP#2  Scratches/Slips/Digs","G70            ","Scratches","SKP  ",4120,4120
686,"043       ","Defect from 3340","G70            ","4330","RC   ",3340,3340
687,"044       ","Defect from 3640","G70            ","3640","ZM   ",3640,3640
688,"045       ","Defect from 3650","G70            ","3650","ZM   ",3650,3650
689,"S99       ","MARKS/DENTS FINISH LINE TENSION/FEED ROLL","G80            ","Slitter #1 Roll Mark","SL   ",4210,4340
691,"B97       ","18 Meter Inspection:  Hot Mill Runout Table",NULL,NULL,"VAR  ",2410,2510
692,"R37       ","ROF-STREAKY FINISH       NON-UNIFORM PATTERN","G70            ","ROF-Inconsistant Finish","VAR  ",0,0
693,"R38       ","ROF-ANGLED SCRATCHES FROM SKP ROLL GRIND","G70            ","ROF-ANGLED SCRATCHES FROM SKP ROLL GRIND","SKP  ",0,0
694,"R39       ","ROF-PROPELLER FROM SKP ROLL (POOR GRIND)",NULL,NULL,"SKP  ",0,0
695,"R42       ","ROF-ROUGH FINISH (MUST NOTE RA MEASUREMENT)","G70            ","ROF - Rough Finish","SKP  ",3410,3410
696,"R64       ","ROF-ZONE WITHOUT ROLLED ON FINISH","G70            ","ROF-w/o RO","SKP  ",0,0
697,"R45       ","ROF-GRAIN MARKS (WILD GRAIN)","G70            ","ROF-GRAIN MARKS (WILD GRAIN)","SKP  ",3410,3410
698,"B96       ","Plate shop inspection verification",NULL,NULL,"VAR  ",2700,2760
700,"F28       ","Ridging / Roping - Ferritic","G70            ","Roping-Ridging","VAR  ",0,0
701,"207       ","ROUTING TO GRD (Safety Grind)","G71            ","Safety Grind","AC   ",1310,1320
702,"B00       ","Problem coil for 3340 due to excessive EW/CB/Cambr",NULL,NULL,"LC   ",2410,2410
703,"H75       ","GP CHATTER (Angled/Tight)","G70            ","GP Chatter","GP   ",3510,3520
704,"C85       ","NO EDGE WAVES",NULL,NULL,"LC   ",2410,2410
705,"C86       ","EDGE WAVES 1 to 6",NULL,NULL,"LC   ",2410,2410
706,"C87       ","EDGE WAVES 6 to 12",NULL,NULL,"LC   ",2410,2410
707,"C88       ","EDGE WAVES >12 EXTREME",NULL,NULL,"LC   ",2410,2410
708,"C90       ","NO CAMBER",NULL,NULL,"LC   ",2410,2410
709,"C91       ","CAMBER 0 to 6",NULL,NULL,"LC   ",2410,2410
710,"C92       ","CAMBER 6 to 12",NULL,NULL,"LC   ",2410,2410
711,"C93       ","CAMBER >12 EXTREME",NULL,NULL,"LC   ",2410,2410
712,"324       ","HEAD OR TAIL NOT ROLLED DUE TO CAMBER HOTMILL",NULL,NULL,"LC   ",0,0
713,"046       ","Defect from 3520","G76            ","3520","GP   ",3520,3520
714,"208       ","ROUTING TO GRD (Grind due to Steel Type)","G71            ","Route to Grind (Steel Type)","AC   ",1310,1320
717,"C96       ","Center Buckle 6 to 12",NULL,NULL,"LC   ",2410,2410
718,"C97       ","Center Buckle >12 EXTREME",NULL,NULL,"LC   ",2410,2410
719,"H43       ","Veiny Acid Stains",NULL,NULL,"RF   ",3310,3340
720,"072       ","Low Yield Non-st Sales Order",NULL,NULL,"VAR  ",0,0
721,"073       ","Low Yield Due to Quality","G70            ","Low Yield due to Quality","VAR  ",0,0
722,"074       ","Low Yield Due to MS OOT Width",NULL,NULL,"VAR  ",0,0
723,"075       ","Low Yield Due to Finish Line Capability",NULL,NULL,"VAR  ",0,0
724,"076       ","Low Yield MS Chemistry Issues",NULL,NULL,"VAR  ",0,0
725,"077       ","Low Yield Mixed Grade",NULL,NULL,"VAR  ",0,0
726,"078       ","Low Yield Other",NULL,NULL,"VAR  ",0,0
727,"940       ","Customer Accomodation","G99            ","Customer Accomodation","VAR  ",0,0
728,"C15       ","OSCILLATION INCLUSIONS/CLOSED/STREAKY","G71            ","Oscillation Slivers","AC   ",1310,1320
729,"B52       ","Pits from hot rolling (general)","G72            ","Pits HR","LC   ",2410,2410
730,"B95       ","HotMill Roll Inspection",NULL,NULL,"VAR  ",2410,2410
731,"A97       ","No Argon to Shroud",NULL,NULL,"AC   ",1310,1320
732,"C38       ","HotMill Finish mill pinch roll mark (60-62)EXT",NULL,NULL,"LC   ",2410,2410
733,"051       ","Sag Lines (Running aluminum coating, like paint)",NULL,NULL,"QA   ",6220,6220
734,"052       ","White Rust (Aluminized coil got wet)",NULL,NULL,"QA   ",6220,6220
735,"F67       ","Tape Test Performed (footage marker fin onyl)","G70            ","Camber","VAR  ",4210,4320
736,"DEFECT01  ","SCRATCHES",NULL,NULL,NULL,NULL,NULL
737,"DEFECT02  ","ROLL MARK FROM HOT ROLLING (CRESCENT SHAPE)",NULL,NULL,NULL,NULL,NULL
738,"DEFECT03  ","RESIDUAL SCALE FROM BLACK ROLLING",NULL,NULL,NULL,NULL,NULL
739,"DEFECT04  ","SEAMS (MUST BE LESS THAN 1.5 LONG)",NULL,NULL,NULL,NULL,NULL
740,"DEFECT05  ","LAMINATIONS STREAKY (NOT FLAKED) IN GENERAL",NULL,NULL,NULL,NULL,NULL
741,"DEFECT06  ","TITANIUM STREAK",NULL,NULL,NULL,NULL,NULL
742,"DEFECT07  ","TITANIUM INCLUSIONS",NULL,NULL,NULL,NULL,NULL
743,"DEFECT08  ","TRUMPET",NULL,NULL,NULL,NULL,NULL
744,"DEFECT09  ","CRIMPED EDGE FROM SIDE GUIDES",NULL,NULL,NULL,NULL,NULL
745,"DEFECT10  ","DAMAGED EDGE FROM SEPERSTOR RINGS",NULL,NULL,NULL,NULL,NULL
746,"DEFECT11  ","ROLLED SCALE",NULL,NULL,NULL,NULL,NULL
747,"DEFECT12  ","EXCESS PICKLING",NULL,NULL,NULL,NULL,NULL
748,"DEFECT13  ","EXCESS ANNEALING",NULL,NULL,NULL,NULL,NULL
749,"DEFECT14  ","OUT OF TOLERANCE IN THICKNESS",NULL,NULL,NULL,NULL,NULL
750,"DEFECT16  ","DENTS IN GENERAL",NULL,NULL,NULL,NULL,NULL
751,"DEFECT17  ","ROUGH POLISH",NULL,NULL,NULL,NULL,NULL
752,"DEFECT18  ","OIL STAINS",NULL,NULL,NULL,NULL,NULL
753,"DEFECT19  ","SCRUBBER BRUSH MARKS FROM HOT/COLD AP",NULL,NULL,NULL,NULL,NULL
754,"DEFECT20  ","HEAVY BURR ON EDGES FROM SLITTING",NULL,NULL,NULL,NULL,NULL
755,"DEFECT21  ","NO SKINPASS AREA (GIVE REASON)",NULL,NULL,NULL,NULL,NULL
756,"DEFECT22  ","KNIVE CHIPS OR CHATTER- Indicate cause",NULL,NULL,NULL,NULL,NULL
757,"DEFECT23  ","LOSS OF CUT",NULL,NULL,NULL,NULL,NULL
758,"DEFECT24  ","EDGE DAMGE FROM CRANE",NULL,NULL,NULL,NULL,NULL
759,"DEFECT47  ","EDGE DAMAGE FROM HANDLING",NULL,NULL,NULL,NULL,NULL
760,"DEFECT25  ","KNIVE MARK OR LINE (CONT. MARK, RESEMBLES SCRATCH)",NULL,NULL,NULL,NULL,NULL
761,"DEFECT26  ","ACID STAINS",NULL,NULL,NULL,NULL,NULL
762,"DEFECT27  ","ZONE WITHOUT POLISH",NULL,NULL,NULL,NULL,NULL
763,"DEFECT28  ","CHATTER FROM THE GP LINE",NULL,NULL,NULL,NULL,NULL
764,"DEFECT29  ","EMULSION STAINS",NULL,NULL,NULL,NULL,NULL
765,"DEFECT30  ","SCRATCHES FROM THE COLD AP",NULL,NULL,NULL,NULL,NULL
766,"DEFECT31  ","COOLING WRINKLES",NULL,NULL,NULL,NULL,NULL
767,"DEFECT32  ","WORK ROLL MARKS FROM SKP #1 (106)",NULL,NULL,NULL,NULL,NULL
768,"DEFECT33  ","WORK ROLL MARKS FROM SKP #2 (108)",NULL,NULL,NULL,NULL,NULL
769,"DEFECT34  ","WORK ROLL MARKS FROM SKP #3 (54)",NULL,NULL,NULL,NULL,NULL
770,"DEFECT35  ","PAPER WRINKLES",NULL,NULL,NULL,NULL,NULL
771,"DEFECT36  ","BURNER STAINS (COMET SHAPED)",NULL,NULL,NULL,NULL,NULL
772,"DEFECT37  ","FURNACE ROLL MARK FROM HOT/COLD AP (27-32)",NULL,NULL,NULL,NULL,NULL
773,"DEFECT38  ","MATERIAL POSSIBLY RUBBING SEPERATOR RINGS (POSS. DAMAGE)",NULL,NULL,NULL,NULL,NULL
774,"DEFECT39  ","ONE EDGE MILL EDGE (MULTS)",NULL,NULL,NULL,NULL,NULL
775,"DEFECT40  ","HOLES",NULL,NULL,NULL,NULL,NULL
776,"DEFECT41  ","WRINKLES FROM COLD ROLLING",NULL,NULL,NULL,NULL,NULL
777,"DEFECT42  ","SCALE IN GENERAL FROM COLD ROLLING",NULL,NULL,NULL,NULL,NULL
778,"DEFECT43  ","STAINS IN GENERAL FROM COLD ROLLING",NULL,NULL,NULL,NULL,NULL
779,"DEFECT44  ","BREAK IN INTERLEAVE PAPER",NULL,NULL,NULL,NULL,NULL
780,"DEFECT45  ","TELESCOPE",NULL,NULL,NULL,NULL,NULL
781,"DEFECT46  ","OSCILLATION",NULL,NULL,NULL,NULL,NULL
782,"DEFECT48  ","SLUDGE",NULL,NULL,NULL,NULL,NULL
783,"DEFECT67  ","DENTS FROM FOREIGN OBJECT (REPEATING)",NULL,NULL,NULL,NULL,NULL
784,"DEFECT49  ","Z-MILL STOP",NULL,NULL,NULL,NULL,NULL
785,"DEFECT50  ","DRAG WIPE FELT SCRATCHES",NULL,NULL,NULL,NULL,NULL
786,"DEFECT51  ","LAMINATIONS",NULL,NULL,NULL,NULL,NULL
787,"DEFECT52  ","CRACKED EDGES",NULL,NULL,NULL,NULL,NULL
788,"DEFECT53  ","LATERAL EDGE SEAMS",NULL,NULL,NULL,NULL,NULL
789,"DEFECT54  ","EDGE WAVES",NULL,NULL,NULL,NULL,NULL
790,"DEFECT55  ","DAMAGE FROM SLITTER HEAD",NULL,NULL,NULL,NULL,NULL
791,"DEFECT56  ","BELT MARK FROM GP LINE",NULL,NULL,NULL,NULL,NULL
792,"DEFECT57  ","ROLLED DIGS",NULL,NULL,NULL,NULL,NULL
793,"DEFECT58  ","FRICTION SLIPS",NULL,NULL,NULL,NULL,NULL
794,"DEFECT59  ","STAINS FROM BURNT DEBRIS",NULL,NULL,NULL,NULL,NULL
795,"DEFECT60  ","ROLLED RUBBER",NULL,NULL,NULL,NULL,NULL
796,"DEFECT61  ","DEFECT FROM SLITTER LINE",NULL,NULL,NULL,NULL,NULL
797,"DEFECT62  ","COIL NOT RUN AS PROGRAMMED",NULL,NULL,NULL,NULL,NULL
798,"DEFECT63  ","WRONG STENCIL MESSAGE",NULL,NULL,NULL,NULL,NULL
799,"DEFECT64  ","GRAIN MARKS",NULL,NULL,NULL,NULL,NULL
801,"DEFECT66  ","OVER/UNDER MIN/MAX WEIGHTS",NULL,NULL,NULL,NULL,NULL
802,"DEFECT68  ","Burner Stains ( Clouds )",NULL,NULL,NULL,NULL,NULL
803,"DEFECT69  ","BURNER STAINS- Comet shaped",NULL,NULL,NULL,NULL,NULL
804,"DEFECT70  ","SLIVERS",NULL,NULL,NULL,NULL,NULL
805,"DEFECT71  ","POOR ANNEALING",NULL,NULL,NULL,NULL,NULL
806,"DEFECT72  ","PAPER PATTERN",NULL,NULL,NULL,NULL,NULL
807,"DEFECT73  ","SCALE MARKS",NULL,NULL,NULL,NULL,NULL
808,"DEFECT74  ","Tension Slips from WH Slitter Line",NULL,NULL,NULL,NULL,NULL
809,"DEFECT75  ","NO PAPER",NULL,NULL,NULL,NULL,NULL
810,"DEFECT76  ","STICKY PAPER",NULL,NULL,NULL,NULL,NULL
811,"DEFECT77  ","ROLLED DIGS",NULL,NULL,NULL,NULL,NULL
812,"DEFECT78  ","CENTER BUCKLE",NULL,NULL,NULL,NULL,NULL
813,"DEFECT79  ","POOR SHAPE",NULL,NULL,NULL,NULL,NULL
814,"DEFECT80  ","WATER STAINS",NULL,NULL,NULL,NULL,NULL
815,"H42       ","Defect Mixture:  F42 & H64       (GP Head&Tail KK)",NULL,NULL,"GP   ",3500,3500
816,"T85       ","KNIFE MARKS FRM FLYING SHEAR (box end)",NULL,NULL,"SL   ",4210,4220
817,"080       ","Planning: Hold for Due Date",NULL,NULL,"VAR  ",0,0
818,"B49       ","Do not use - replaced by C27/C29","G72            ","Scratches from HRM without scale (edges only)","LC   ",2410,2410
819,"A68       ","LMF Arcing on Ferritic & PH(700's) & Duplex(900's)",NULL,NULL,"AC   ",1410,1420
820,"081       ","Planning: Hold for QC Review-Material going to O/P",NULL,NULL,"VAR  ",0,0
821,"A64       ","Defective Grind",NULL,NULL,"ACL  ",1510,1530
822,"053       ","Dross / Buildup (Aluminized coil)",NULL,NULL,"QA   ",6220,6220
823,"054       ","Roughness / Spangle (Aluminized coil)",NULL,NULL,"QA   ",6220,6220
824,"055       ","Oiling Issue    (Aluminized coil)","G99            ","Oiling Issue","QA   ",6320,6320
825,"Z10       ","Nisshin Material",NULL,NULL,"VAR  ",9500,9500
826,"047       ","DEFECT FROM LINE 4330","G70            ","4330","SL   ",4330,4330
827,"DEFECT81  ","Furnace Roll Marks from NAS Ghent 30-32 apart repeating",NULL,NULL,NULL,NULL,NULL
828,"DEFECT82  ","Irregular Polishing",NULL,NULL,NULL,NULL,NULL
829,"H41       ","Dried Brown Stain from Empty Pickling Tanks (2BB)","G70            ","Incrustations","RF   ",3330,3330
830,"B54       ","Plate Shape - Edge Waves","G72            ","OOT Flatness - PMP","LC   ",2410,2410
831,"983       ","Coil Not Ran as Prog (reprog req- Planning Only)",NULL,NULL,"VAR  ",0,0
832,"B53       ","Plate Shape - Edge Wave on Plate",NULL,NULL,"LC   ",2410,2410
833,"B55       ","Plate Shape - Crossbow (Width)","G72            ","PMP Crossbow Width","LC   ",2410,2410
834,"B56       ","Plate Shape - Bowed Plate (Length)","G72            ","OOT Flatness - PMP","LC   ",2410,2410
835,"B80       ","Extra cuts at PMP dividing shear",NULL,NULL,"LC   ",2510,2510
836,"R36       ","ROF-BANDED FINISH        DISTINCT PATTERN","G70            ","ROF - Banded Finish","VAR  ",0,0
837,"F29       ","Textured finish (Elephant Skin)","G70            ","Texture Finish","VAR  ",3310,4120
838,"987       ","WH TOLLING CLAIM/NOTE DEFECT DEF 2","G99            ","WH TOLLING CLAIM/NOTE DEFECT DEF 2","VAR  ",0,0
839,"H70       ","VIBRATION CHATTER FROM GP","G70            ","GP Chatter","GP   ",3510,3520
840,"299       ","Heater Slab",NULL,NULL,"LC   ",0,0
841,"082       ","Planning: Hold for QC Review-Wheeling Alum to O/P",NULL,NULL,"VAR  ",0,0
842,"083       ","Planning: Hold for QC Final Review-Completed @ O/P","G99            ","Planning Hold","VAR  ",0,0
843,"084       ","Planning: Hold for Waiver (List Order&Element Out)",NULL,NULL,"VAR  ",0,0
844,"B46       ","HOT MILL WORK ROLL MARK (90) - ROPE / WORM ONLY","G72            ","HR Work Roll Mark","LC   ",3310,3410
845,"B48       ","HOT MILL WORK ROLL MARK (90)","G72            ","HR Work Roll Mark","LC   ",2410,2410
846,"F30       ","PAPER PATTERN  - LACKING ON EDGE",NULL,NULL,"ZM   ",3610,3650
847,"F94       ","KNIFE MARK AP3 / BA     (CHIPS/CHATTER NOTED)","G70            ","Knife Mark","RF   ",3330,3330
848,"H73       ","CHATTER - AP3 TENSION LEVELER","G70            ","AP3 TLV Chatter","RF   ",3330,3330
849,"M01       ","Melt Shop Heat Program Change",NULL,NULL,"AC   ",0,0
850,"B69       ","Multiple Loose Wraps (HM)",NULL,NULL,"LC   ",2410,2410
851,"A65       ","Open Pour (broken ladle shroud)",NULL,NULL,"AC   ",1310,1320
853,"B62       ","Telescope >2 to 6 (HM) OD",NULL,NULL,"LC   ",2410,2410
854,"B63       ","Telescope greater then 6 (HM) OD",NULL,NULL,"LC   ",2410,2410
855,"B64       ","Oscillation less then 2 (HM)",NULL,NULL,"LC   ",2410,2410
856,"B65       ","Oscillation greater then 2 (HM)",NULL,NULL,"LC   ",2410,2410
857,"B66       ","Oscillating Telescope (HM) > 2",NULL,NULL,"LC   ",2410,2410
858,"B68       ","1 Loose Wrap (HM)",NULL,NULL,"LC   ",2410,2410
859,"B60       ","Telescope >2 to 6 (HM) ID",NULL,NULL,"LC   ",2410,2410
860,"B61       ","Telescope greater then 6 (HM) ID",NULL,NULL,"LC   ",2410,2410
